Drug__r.Drug_Code__c,Diagnosis__c,Hierarchy__c
tenofovir,Other,
tenofovir,Viral breakthrough while on treatment (lamivudine resistance),Primary
tenofovir,Viral breakthrough while on treatment (adefovir experienced with persistant viremia and lamivudine resistance),Primary
tenofovir,Chronic Hepatitis B,Primary
tenofovir,Other - patient is pregnant; to reduce vertical transmission of Hepatitis B,Primary
tenoxicam,Rheumatoid Arthritis,Primary
tenoxicam,Psoriatic Arthritis,Primary
tenoxicam,Ankylosing Spondylitis,Primary
tenoxicam,Gout,Primary
tenoxicam,Lupus,Primary
tenoxicam,"Treatment failure on optimal doses of or intolerance to , ALL of the following: ibuprofen, naproxen (regular release), diclofenac, AND either celecoxib or meloxicam",Primary
tenoxicam,Other,
terbinafine,Diagnosis of severe onychomycosis,Primary
terbinafine,Other,
teriflunomide,As monotherapy for the treatment of relapsing-remitting multiple sclerosis - switch,Primary
teriflunomide,As monotherapy for the treatment of relapsing-remitting multiple sclerosis - renewal,Primary
teriflunomide,As monotherapy for the treatment of relapsing-remitting multiple sclerosis - initial,Primary
testosteronecypi,For the treatment of testosterone deficiency in - female-to-male transformation,Primary
testosteronecypi,For the treatment of testosterone deficiency in - pituitary tumour,Primary
testosteronecypi,For the treatment of testosterone deficiency in - removal of pituitary gland,Primary
testosteronecypi,For the indication of documented low testosterone levels due to - surgery of pituitary gland,Primary
testosteronecypi,For the indication of documented low testosterone levels due to - AIDS-wasting syndrome,Primary
testosteronecypi,Other,
testosteronecypi,For the treatment of testosterone deficiency in - undescended testes,Primary
testosteronecypi,For the treatment of testosterone deficiency in - Klinefelter's syndrome,Primary
testosteronecypi,For the treatment of testosterone deficiency in - hypogonadism,Primary
testosteronecypi,For the treatment of testosterone deficiency in - orchiectomy,Primary
testosteroneenan,For the indication of documented low testosterone levels due to - AIDS-wasting syndrome,Primary
testosteroneenan,Other,
testosteroneenan,For the treatment of testosterone deficiency in - orchiectomy,Primary
testosteroneenan,For the indication of documented low testosterone levels due to - surgery of pituitary gland,Primary
testosteroneenan,For the treatment of testosterone deficiency in - hypogonadism,Primary
testosteroneenan,For the treatment of testosterone deficiency in - pituitary tumour,Primary
testosteroneenan,For the treatment of testosterone deficiency in - female-to-male transformation,Primary
testosteroneenan,For the treatment of testosterone deficiency in - Klinefelter's syndrome,Primary
testosteroneenan,For the treatment of testosterone deficiency in - undescended testes,Primary
testosteroneenan,For the treatment of testosterone deficiency in - removal of pituitary gland,Primary
testosteroneprop,For the treatment of testosterone deficiency in - removal of pituitary gland,Primary
testosteroneprop,For the indication of documented low testosterone levels due to - surgery of pituitary gland,Primary
testosteroneprop,For the indication of documented low testosterone levels due to - AIDS-wasting syndrome,Primary
testosteroneprop,For the treatment of testosterone deficiency in - pituitary tumour,Primary
testosteroneprop,For the treatment of testosterone deficiency in - female-to-male transformation,Primary
testosteroneprop,For the treatment of testosterone deficiency in - hypogonadism,Primary
testosteroneprop,For the treatment of testosterone deficiency in - orchiectomy,Primary
testosteroneprop,For the treatment of testosterone deficiency in - undescended testes,Primary
testosteroneprop,For the treatment of testosterone deficiency in - Klinefelter's syndrome,Primary
testosteroneprop,Other,
tiaprofenic,Rheumatoid Arthritis,Primary
tiaprofenic,Diagnosis of gout,Primary
tiaprofenic,Lupus,Primary
tiaprofenic,Ankylosing Spondylitis,Primary
tiaprofenic,Psoriatic Arthritis,Primary
tiaprofenic,Other,
tiaprofenic,"Treatment failure on optimal doses of or intolerance to , ALL of the following: ibuprofen, naproxen (regular release), diclofenac, AND either celecoxib or meloxicam",Primary
ticag,Undergoing revascularization via percutaneous coronary intervention (PCI) secondary to ST or non-ST elevation myocardial infarction (STEMI or NSTEMI) or unstable angina,Primary
ticag,Other,
ticag,Definite stent thrombosis after revascularization with percutaneous coronary intervention (PCI),Primary
ticag,Recurrent ST or non-ST elevation myocardial infarction (STEMI or NSTEMI) after revascularization with percutaneous coronary intervention (PCI),Primary
ticag,Recurrent unstable angina after revascularization with percutaneous coronary intervention (PCI),Primary
ticlo,"Secondary prevention of coronary, cerebral and peripheral vascular occlusion and embolization - treatment failure with ASA",Primary
ticlo,"Secondary prevention of coronary, cerebral and peripheral vascular occlusion and embolization - intolerance to ASA",Primary
ticlo,Other,
tinzaparin,Treatment of venous thromboembolism,Primary
tinzaparin,Other,
tinzaparin,Prophylaxis of venous thromboembolism,Primary
tinzaparin,Treatment of venous thromboembolism associated with cancer,Primary
tizan,Diagnosis of spasticity - treatment failure with diazepam,Primary
tizan,Other,
tizan,Diagnosis of spasticity - intolerance to diazepam,Primary
tizan,Diagnosis of spasticity - treatment failure with baclofen,Primary
tizan,Diagnosis of spasticity - intolerance to baclofen,Primary
tobi,Chronic pulmonary Pseudomonas aeruginosa infections,Primary
tobi,Moderate to severe cystic fibrosis,Primary
tobi,Other,
tobi,Does not tolerate injectable forms of tobramycin to manage inhalation issues,Primary
tociliz,Polyarticular Juvenile Idiopathic Arthritis (pJIA),Primary
tociliz,Giant Cell Arteritis (GCA),Primary
tociliz,Rheumatoid Arthritis,Primary
tociliz,Other,
tociliz,Systemic Juvenile Idiopathic Arthritis (sJIA),Primary
tofacitinib,Ulcerative Colitis,Primary
tofacitinib,Rheumatoid Arthritis,Primary
tofacitinib,Other,
tretinoin,Diagnosis of acne,Primary
tretinoin,Diagnosis of skin cancer,Primary
tretinoin,Other,
Twynsta,Patient has experienced intractable cough or angioedema on an Angiotensin Converting Enzyme Inhibitor (ACE-I) AND is currently taking stable doses of both telmisartan and amlodipine,Primary
Twynsta,Other,
TZDpio,Other,
TZDpio,Type 2 diabetes - trial of one agent,Primary
TZDpio,Type 2 diabetes - Dual therapy of metformin and an insulin,Primary
TZDpio,Type 2 diabetes - Dual therapy of metformin and a sulfonylurea,Primary
uste,Plaque Psoriasis,Primary
uste,Other,
valganciclovir,Other,
valganciclovir,"For the prophylaxis of cytomegalovirus (CMV) infection post stem cell transplant, in patients who test positive for CMV upon polymerase chain reaction (PCR) laboratory testing.",Primary
vancomycin,"Treatment of symptomatic Clostridium Difficile Infection (CDI) - intolerant or cannot take metronidazole (e.g., pregnant women, alcoholism)",Primary
vancomycin,Treatment of symptomatic Clostridium Difficile Infection (CDI) - failed to respond to 4-6 days of oral metronidazole 500mg three times daily,Primary
vancomycin,symptomatic C. Difficile Infection (CDI) - symptoms of moderate to severe disease OR is experiencing a second disease recurrence (within 2-8 weeks of diagnosis of a previous episode),Primary
vancomycin,"symptomatic C. Difficile Infection (CDI) - initiated on vancomycin as an inpatient (e.g. in a hospital setting, nursing home, or long-term care facility) and requires continuation",Primary
vancomycin,Other,
vedoIV,Moderate to Severe Active Crohn's,Primary
vedoIV,Fistulizing Crohn's,Primary
vedoIV,Ulcerative Colitis,Primary
voriconazole,For continuation of hospital-initiated treatment of culture proven invasive candidiasis with documented resistance to fluconazole,Primary
voriconazole,Other,
voriconazole,For continuation of hospital-initiated treatment of invasive aspergillosis,Primary
vosevi,Genotype 2 - Previously treated with sofosbuvir containing regimen without an NS5A inhibitor: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.,Primary
vosevi,Genotype 3 - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.,Primary
vosevi,Genotype 3 - Previously treated with sofosbuvir containing regimen without an NS5A inhibitor: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.,Primary
vosevi,"Genotype 3 - Exceptional Request: treatment naïve, F4 cirrhosis",Primary
vosevi,Genotype 4 - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.,Primary
vosevi,Genotype 4 - Previously treated with sofosbuvir containing regimen without an NS5A inhibitor: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.,Primary
vosevi,Genotype 5 - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks,Primary
vosevi,Genotype 6 - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks,Primary
vosevi,Unable to verify genotype - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.,Primary
vosevi,Unable to verify genotype - Previously treated with sofosbuvir containing regimen without an NS5A inhibitor: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.,Primary
vosevi,Genotype 2 - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.,Primary
vosevi,Genotype 1 - Previously treated with sofosbuvir containing regimen without an NS5A inhibitor: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.,Primary
vosevi,Genotype 1 - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.,Primary
ypsoPump,Type 1 diabetes,Primary
ypsoPump,Other form of diabetes (please specify):,Primary
zepatier,Genotype 1b - treatment-experienced (prior on-treatment virologic failures): 12 weeks,Primary
zepatier,Genotype 1a or 1b - treatment-experienced (prior relapsers): 12 weeks,Primary
zepatier,Genotype 4 - treatment-naïve: 12 weeks,Primary
zepatier,Genotype 4 - treatment-experienced (prior relapsers): 12 weeks,Primary
zepatier,Genotype 4 - treatment-experienced (prior on-treatment virologic failures) with RBV: 16 weeks,Primary
zepatier,Genotype 1a - treatment-experienced (prior on-treatment virologic failures): 16 weeks,Primary
zepatier,Genotype 1b - treatment-naïve: 12 weeks,Primary
zepatier,Genotype 1a - treatment-naïve: 12 weeks,Primary
zip,Other,
zip,Other psychosis (not dementia related),Primary
zip,Diagnosis of schizophrenia,Primary
zopiclone,"For the treatment of insomnia - intolerant to, or failed on, at least two specified benzodiazepines and one other specified hypnotic agent",Primary
zopiclone,For the treatment of insomnia - history of drug or alcohol addiction,Primary
zopiclone,Other,
zopiclone,"For the treatment of insomnia - intolerant to, or failed on, at least three specified benzodiazepines",Primary
zopiclone,For the treatment of insomnia - identified psychiatric diagnosis,Primary
zopiclone,For the treatment of insomnia - HIV/AIDS,Primary
zopiclone,"For the treatment of insomnia - fragile, elderly patient",Primary
