"Step__r.External_ID__c","Object_Name__c","Field_Name__c","Operator__c","Order__c","Question_ID__c","String_Value__c","Boolean_Value__c"
"FreeStyleLibre_600_Child_on_NSS_payload_1_year","Request_Detail__c","string_value__c","equals","3.0","manual.diagnosis","All criteria has been met (all boxes checked) - Initial coverage (1 year)","false"
"FreeStyleLibre_600_Child_on_NSS_payload_1_year","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis.secondary","NSS","false"
"FreeStyleLibre_600_Child_on_NSS_payload_1_year","Request_Detail__c","boolean_value__c","equals","1.0","initialWell1.BGTSunlimited99010247","","true"
"FreeStyleLibre_600_Child_on_NSS_payload_1_year","Request_Detail__c","string_value__c","equals","4.0","initialRenewalLibre","initial","false"
"FreeStyleLibre_700_Approval_duration_renewal","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","All criteria have been met (all boxes checked) - Renewal coverage (5 years)","false"
"FreeStyleLibre_700_Approval_duration_renewal","Request_Detail__c","string_value__c","equals","3.0","initialRenewalLibre","renewal","false"
"FreeStyleLibre_700_Approval_duration_renewal","Case","Status","equals","1.0","","Approved","false"
"FreeStyleLibre_800_Child_on_NSS_payload_renewal","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis.secondary","NSS","false"
"FreeStyleLibre_800_Child_on_NSS_payload_renewal","Request_Detail__c","boolean_value__c","equals","1.0","renewalWell1.BGTSunlimited99010248","","true"
"FreeStyleLibre_800_Child_on_NSS_payload_renewal","Request_Detail__c","string_value__c","equals","4.0","initialRenewalLibre","renewal","false"
"FreeStyleLibre_800_Child_on_NSS_payload_renewal","Request_Detail__c","string_value__c","equals","3.0","manual.diagnosis","All criteria have been met (all boxes checked) - Renewal coverage (5 years)","false"
"FreeStyleLibre_900_Other_None_fax_request_initial_1_year_payload","Case","Request_Type__c","not equal to","2.0","","Renewal","false"
"FreeStyleLibre_900_Other_None_fax_request_initial_1_year_payload","Request_Detail__c","string_value__c","equals","3.0","manual.diagnosis","Other","false"
"FreeStyleLibre_900_Other_None_fax_request_initial_1_year_payload","Request_Detail__c","string_value__c","equals","4.0","manual.diagnosis","None","false"
"FreeStyleLibre_900_Other_None_fax_request_initial_1_year_payload","Case","Status","equals","1.0","","Approved","false"
"fremanezumab_100_Migraine_Initial_or_First_Renewal_6_Months","Request_Detail__c","string_value__c","equals","3.0","fremanezumab.criteriaWell1.pleaseSelectSwitchType","patientHasNotHadPreviousPharmaCareCgrpCoverage","false"
"fremanezumab_100_Migraine_Initial_or_First_Renewal_6_Months","Request_Detail__c","string_value__c","equals","2.0","fremanezumab.criteriaWell1.InitialFirstOrSubsequentRenewal","initialCoverage6Months","false"
"fremanezumab_100_Migraine_Initial_or_First_Renewal_6_Months","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","Initial","false"
"fremanezumab_100_Migraine_Initial_or_First_Renewal_6_Months","Case","Status","equals","5.0","","Approved","false"
"fremanezumab_100_Migraine_Initial_or_First_Renewal_6_Months","Request_Detail__c","string_value__c","equals","4.0","fremanezumab.criteriaWell1.pleaseSelectSwitchType","patientHasHadPreviousPharmaCareCgrpCoverage","false"
"fremanezumab_150_Migraine_First_Renewal_6_Months","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","First renewal","false"
"fremanezumab_150_Migraine_First_Renewal_6_Months","Request_Detail__c","string_value__c","equals","1.0","fremanezumab.criteriaWell1.InitialFirstOrSubsequentRenewal","firstRenewalCoverage6Months","false"
"fremanezumab_150_Migraine_First_Renewal_6_Months","Case","Status","equals","3.0","","Approved","false"
"fremanezumab_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","subsequent","false"
"fremanezumab_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","Case","Status","equals","3.0","","Approved","false"
"fremanezumab_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","Request_Detail__c","string_value__c","equals","2.0","fremanezumab.criteriaWell1.InitialFirstOrSubsequentRenewal","secondAndSubsequentRenewalCoverage1Year","false"
"fremanezumab_300_Other_or_None","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","None","false"
"fremanezumab_300_Other_or_None","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","Other","false"
"fremanezumab_300_Other_or_None","Case","Status","equals","3.0","","Approved","false"
"fremanezumab_50_Assign_to_Urgent_if_Phone","Case","Origin","contains","1.0","","Phone","false"
"gabapentin_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"gabapentin_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"glatiramer_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"glatiramer_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"gliclazide_100_Approve_Case","Request_Detail__c","String_Value__c","not equal to","3.0","manual.diagnosis","None","false"
"gliclazide_100_Approve_Case","Request_Detail__c","String_Value__c","not equal to","2.0","manual.diagnosis","Other","false"
"gliclazide_100_Approve_Case","Request_Detail__c","String_Value__c","not equal to","1.0","gliclazide1.criteriaWell.IndicationForRequestedMedication","Other","false"
"gliclazide_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"gliclazide_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","17.0","gliclazide1.criteriaWell.rationaleForExceptionalCoverage","cancer","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","5.0","gliclazide1.criteriaWell.additionalComments2","cancer","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","11.0","gliclazide1.criteriaWell.additionalComments2","GVHD","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","8.0","gliclazide1.criteriaWell.additionalComments2","pregnan","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","7.0","gliclazide1.criteriaWell.additionalComments2","addiction","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","6.0","gliclazide1.criteriaWell.additionalComments2","use disorder","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","10.0","gliclazide1.criteriaWell.additionalComments2","bleed","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","4.0","gliclazide1.criteriaWell.additionalComments2","discharge","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","3.0","gliclazide1.criteriaWell.additionalComments2","asap","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","2.0","gliclazide1.criteriaWell.additionalComments2","rush","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","1.0","gliclazide1.criteriaWell.additionalComments2","urgent","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","20.0","gliclazide1.criteriaWell.rationaleForExceptionalCoverage","pregnan","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","19.0","gliclazide1.criteriaWell.rationaleForExceptionalCoverage","addiction","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","12.0","gliclazide1.criteriaWell.additionalComments2","transplant","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","13.0","gliclazide1.criteriaWell.rationaleForExceptionalCoverage","urgent","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","14.0","gliclazide1.criteriaWell.rationaleForExceptionalCoverage","rush","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","15.0","gliclazide1.criteriaWell.rationaleForExceptionalCoverage","asap","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","16.0","gliclazide1.criteriaWell.rationaleForExceptionalCoverage","discharge","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","18.0","gliclazide1.criteriaWell.rationaleForExceptionalCoverage","use disorder","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","24.0","gliclazide1.criteriaWell.rationaleForExceptionalCoverage","transplant","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","23.0","gliclazide1.criteriaWell.rationaleForExceptionalCoverage","GVHD","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","22.0","gliclazide1.criteriaWell.rationaleForExceptionalCoverage","bleed","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","21.0","gliclazide1.criteriaWell.rationaleForExceptionalCoverage","palliative","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","9.0","gliclazide1.criteriaWell.additionalComments2","palliative","false"
"glucagon_injection_1_If_Approved","Case","status","equals","10.0","","Approved","false"
"glucagon_injection_10_Approve_Case","Request_Detail__c","boolean_value__c","not equal to","10.0","glucagon.forTheTreatmentOfHypoglycemiaInPatientsInWhomTheNasalSprayDosageFormIsNotAppropriate","other","true"
"glucagon_injection_10_Approve_Case","Request_Detail__c","string_value__c","does not contain","30.0","manual.diagnosis","none","false"
"glucagon_injection_10_Approve_Case","Request_Detail__c","String_Value__c","does not contain","20.0","manual.diagnosis","other","false"
"golim_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"golim_50_Assign_to_Urgent_if_Phone","Request_Detail__c","string_value__c","equals","2.0","golimumabDiagnosisParentForm1.selectDiagnosis","other","false"
"golim_50_Assign_to_Urgent_if_Phone","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","other","false"
"goserelin_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"goserelin_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"guanfacine_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"H2Bcime_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"H2Bcime_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"H2Bfamo_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"H2Bfamo_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"H2Bniza_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"H2Bniza_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"harvoni_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","8 weeks","false"
"harvoni_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","contains","3.0","ledipasvirSofosbuvirHarvoniWWoRbv1.regimenAndDurationRequested.regimen","8weeks","false"
"harvoni_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"harvoni_300_PharmaNet_Payload_if_Approved_12_weeks_","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","12 weeks","false"
"harvoni_300_PharmaNet_Payload_if_Approved_12_weeks_","Request_Detail__c","string_value__c","contains","3.0","ledipasvirSofosbuvirHarvoniWWoRbv1.regimenAndDurationRequested.regimen","12weeks","false"
"harvoni_300_PharmaNet_Payload_if_Approved_12_weeks_","Case","Status","equals","1.0","","Approved","false"
"harvoni_300_PharmaNet_Payload_if_Approved_24_weeks_","Request_Detail__c","string_value__c","contains","3.0","ledipasvirSofosbuvirHarvoniWWoRbv1.regimenAndDurationRequested.regimen","24weeks","false"
"harvoni_300_PharmaNet_Payload_if_Approved_24_weeks_","Case","Status","equals","1.0","","Approved","false"
"harvoni_300_PharmaNet_Payload_if_Approved_24_weeks_","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","24 weeks","false"
"harvoni_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"humalog_1_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"humalogMIX_1_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"Humira_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"Humira_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"hydromorph50inj_100_Renewal","Request_Detail__c","string_value__c","equals","2.0","hydromorphIn51.criteriaWell1.initialRenewal","renewal","false"
"hydromorph50inj_100_Renewal","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","Renewal","false"
"hydromorph50inj_150_Exceptional_Other_None_Diagnosis","Request_Detail__c","string_value__c","equals","4.0","hydromorphIn51.criteriaWell1.IndicationForRequestedMedication","other","false"
"hydromorph50inj_150_Exceptional_Other_None_Diagnosis","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","None","false"
"hydromorph50inj_150_Exceptional_Other_None_Diagnosis","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","Other","false"
"hydromorph50inj_150_Exceptional_Other_None_Diagnosis","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","Exceptional","false"
"hydromorph50inj_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"hydromorph50inj_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"hydromorph50inj_75_Initial_Approval","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","severe pain","false"
"hydromorph50inj_75_Initial_Approval","Request_Detail__c","string_value__c","contains","2.0","hydromorphIn51.criteriaWell1.IndicationForRequestedMedication","SeverePain","false"
"hydromorphSR_100_Renewal","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","Renewal","false"
"hydromorphSR_100_Renewal","Request_Detail__c","string_value__c","equals","2.0","hydromorphSr1.criteriaWell1.radio","renewal","false"
"hydromorphSR_150_Exceptional_Other_None_Diagnosis","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","Other","false"
"hydromorphSR_150_Exceptional_Other_None_Diagnosis","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","Exceptional","false"
"hydromorphSR_150_Exceptional_Other_None_Diagnosis","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","None","false"
"hydromorphSR_150_Exceptional_Other_None_Diagnosis","Request_Detail__c","string_value__c","equals","4.0","hydromorphSr1.criteriaWell1.indication","other","false"
"hydromorphSR_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"hydromorphSR_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","9.0","hydromorphSr1.criteriaWell1.additionalComments3","palliative","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","22.0","hydromorphSr1.criteriaWell1.rationaleForExceptionalCoverage1","bleed","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","20.0","hydromorphSr1.criteriaWell1.rationaleForExceptionalCoverage1","pregnan","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","19.0","hydromorphSr1.criteriaWell1.rationaleForExceptionalCoverage1","addiction","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","18.0","hydromorphSr1.criteriaWell1.rationaleForExceptionalCoverage1","use disorder","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","17.0","hydromorphSr1.criteriaWell1.rationaleForExceptionalCoverage1","cancer","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","23.0","hydromorphSr1.criteriaWell1.rationaleForExceptionalCoverage1","GVHD","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","24.0","hydromorphSr1.criteriaWell1.rationaleForExceptionalCoverage1","transplant","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","21.0","hydromorphSr1.criteriaWell1.rationaleForExceptionalCoverage1","palliative","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","16.0","hydromorphSr1.criteriaWell1.rationaleForExceptionalCoverage1","discharge","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","15.0","hydromorphSr1.criteriaWell1.rationaleForExceptionalCoverage1","asap","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","14.0","hydromorphSr1.criteriaWell1.rationaleForExceptionalCoverage1","rush","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","13.0","hydromorphSr1.criteriaWell1.rationaleForExceptionalCoverage1","urgent","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","12.0","hydromorphSr1.criteriaWell1.additionalComments3","transplant","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","10.0","hydromorphSr1.criteriaWell1.additionalComments3","bleed","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","8.0","hydromorphSr1.criteriaWell1.additionalComments3","pregnan","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","7.0","hydromorphSr1.criteriaWell1.additionalComments3","addiction","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","6.0","hydromorphSr1.criteriaWell1.additionalComments3","use disorder","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","5.0","hydromorphSr1.criteriaWell1.additionalComments3","cancer","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","4.0","hydromorphSr1.criteriaWell1.additionalComments3","discharge","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","3.0","hydromorphSr1.criteriaWell1.additionalComments3","asap","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","2.0","hydromorphSr1.criteriaWell1.additionalComments3","rush","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","1.0","hydromorphSr1.criteriaWell1.additionalComments3","urgent","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","11.0","hydromorphSr1.criteriaWell1.additionalComments3","GVHD","false"
"hydromorphSR_75_Initial_Approval","Request_Detail__c","string_value__c","not equal to","2.0","hydromorphSr1.criteriaWell1.indication","other","false"
"hydromorphSR_75_Initial_Approval","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","Pain management","false"
"hydroxocobalamin_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"hydroxyurea_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"hydroxyurea_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"hydroxyzine_100_AA_for_hydroxyzine","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","For the treatment of anxiety","false"
"hydroxyzine_100_AA_for_hydroxyzine","Request_Detail__c","string_value__c","equals","2.0","hydroxyzine1.criteriaWell1.IndicationForRequestedMedication","anxiety","false"
"hydroxyzine_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"hydroxyzine_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"hypertonic_saline_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"icat_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"icat_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"imiquimod  _200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"incobot_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"incobot_200_Pharmanet_Payload_if_Approved","Case","Request_Type__c","not equal to","2.0","","Renewal","false"
"incobot_200_Pharmanet_Payload_if_Approved","Case","Origin","not equal to","3.0","","eForm","false"
"incobot_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","not equal to","6.0","incobotulinum1.initialOrRenewalRequest.initialOrRenewal","renewal","false"
"incobot_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","not equal to","4.0","manual.diagnosis","Other","false"
"incobot_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","not equal to","5.0","manual.diagnosis","None","false"
"incobot_300_Renewal_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"incobot_300_Renewal_Payload_if_Approved","Request_Detail__c","string_value__c","not equal to","4.0","manual.diagnosis","Other","false"
"incobot_300_Renewal_Payload_if_Approved","Request_Detail__c","string_value__c","not equal to","5.0","manual.diagnosis","None","false"
"incobot_300_Renewal_Payload_if_Approved","Case","Request_Type__c","equals","2.0","","Renewal","false"
"incobot_300_Renewal_Payload_if_Approved","Request_Detail__c","string_value__c","equals","6.0","incobotulinum1.initialOrRenewalRequest.initialOrRenewal","renewal","false"
"incobot_300_Renewal_Payload_if_Approved","Case","Origin","not equal to","3.0","","eForm","false"
"incobot_400_Other_None_Diagnosis_Initial_1_year_Payload","Request_Detail__c","string_value__c","equals","4.0","manual.diagnosis","None","false"
"incobot_400_Other_None_Diagnosis_Initial_1_year_Payload","Case","Request_Type__c","not equal to","2.0","","Renewal","false"
"incobot_400_Other_None_Diagnosis_Initial_1_year_Payload","Case","Status","equals","1.0","","Approved","false"
"incobot_400_Other_None_Diagnosis_Initial_1_year_Payload","Request_Detail__c","string_value__c","equals","3.0","manual.diagnosis","Other","false"
"incobot_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"incobot_500_Other_None_Diagnosis_Renewal_3_Year_Payload","Request_Detail__c","string_value__c","equals","4.0","manual.diagnosis","None","false"
"incobot_500_Other_None_Diagnosis_Renewal_3_Year_Payload","Case","Request_Type__c","equals","2.0","","Renewal","false"
"incobot_500_Other_None_Diagnosis_Renewal_3_Year_Payload","Request_Detail__c","string_value__c","equals","3.0","manual.diagnosis","Other","false"
"incobot_500_Other_None_Diagnosis_Renewal_3_Year_Payload","Case","Status","equals","1.0","","Approved","false"
"indapamide_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"indapamide_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"inflix_10_Assign_to_PP_queue_if_appropriate","Request_Detail__c","string_value__c","equals","1.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","PP","false"
"inflix_10_Assign_to_PP_queue_if_appropriate","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","plaque","false"
"inflix_10_Assign_to_PP_queue_if_appropriate","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","Hidradenitis Suppurativa","false"
"inflix_11_Maual_Renewal_Payloads_1_Year","Case","Status","equals","1.0","","Approved","false"
"inflix_11_Maual_Renewal_Payloads_1_Year","Request_Detail__c","string_value__c","contains","5.0","manual.diagnosis.secondary","renewal 1 year","false"
"inflix_11_Maual_Renewal_Payloads_1_Year","Request_Detail__c","string_value__c","does not contain","4.0","manual.diagnosis","colitis","false"
"inflix_11_Maual_Renewal_Payloads_1_Year","Request_Detail__c","string_value__c","does not contain","3.0","manual.diagnosis","crohn","false"
"inflix_11_Maual_Renewal_Payloads_1_Year","Request_Detail__c","string_value__c","does not contain","2.0","manual.diagnosis","plaque","false"
"inflix_11_Maual_Renewal_Payloads_1_Year","Request_Detail__c","string_value__c","does not contain","6.0","manual.diagnosis","Hidradenitis","false"
"inflix_120_RA_and_IBD_eForm_Payloads_1_year","Request_Detail__c","string_value__c","equals","12.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","UC","false"
"inflix_120_RA_and_IBD_eForm_Payloads_1_year","Request_Detail__c","string_value__c","equals","3.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","FC","false"
"inflix_120_RA_and_IBD_eForm_Payloads_1_year","Case","Status","equals","1.0","","Approved","false"
"inflix_120_RA_and_IBD_eForm_Payloads_1_year","Request_Detail__c","string_value__c","equals","2.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","CR","false"
"inflix_120_RA_and_IBD_eForm_Payloads_1_year","Request_Detail__c","string_value__c","not equal to","7.0","infliximabBiosimilarsDiagnosisParent1.criteriaWell1.fistulizingCr.initialOrRenewalFc","init","false"
"inflix_120_RA_and_IBD_eForm_Payloads_1_year","Request_Detail__c","string_value__c","equals","8.0","infliximabBiosimilarsDiagnosisParent1.initialOrRenewalUC","renewalUC","false"
"inflix_120_RA_and_IBD_eForm_Payloads_1_year","Request_Detail__c","string_value__c","not equal to","4.0","infliximabBiosimilarsDiagnosisParent1.criteriaWell1.crohnsCriteria.initialOrRenewalCr","except","false"
"inflix_120_RA_and_IBD_eForm_Payloads_1_year","Request_Detail__c","string_value__c","not equal to","5.0","infliximabBiosimilarsDiagnosisParent1.criteriaWell1.crohnsCriteria.initialOrRenewalCr","init","false"
"inflix_120_RA_and_IBD_eForm_Payloads_1_year","Request_Detail__c","string_value__c","not equal to","6.0","infliximabBiosimilarsDiagnosisParent1.criteriaWell1.fistulizingCr.initialOrRenewalFc","except","false"
"inflix_120_RA_and_IBD_eForm_Payloads_1_year","Request_Detail__c","string_value__c","equals","9.0","infliximabBiosimilarsDiagnosisParent1.initialOrRenewalUC","exceptUC","false"
"inflix_120_RA_and_IBD_eForm_Payloads_1_year","Request_Detail__c","string_value__c","equals","10.0","infliximabBiosimilarsDiagnosisParent1.fieldset.raInitialRenewal","renewal1year","false"
"inflix_120_RA_and_IBD_eForm_Payloads_1_year","Request_Detail__c","string_value__c","equals","11.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","RA","false"
"inflix_20_Off_label_queue_assignment","Request_Detail__c","string_value__c","equals","2.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","other","false"
"inflix_20_Off_label_queue_assignment","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","other","false"
"inflix_30_assign_to_IBD_queue","Request_Detail__c","string_value__c","contains","4.0","manual.diagnosis","Crohn","false"
"inflix_30_assign_to_IBD_queue","Request_Detail__c","string_value__c","contains","5.0","manual.diagnosis","Colitis","false"
"inflix_30_assign_to_IBD_queue","Request_Detail__c","string_value__c","equals","1.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","CR","false"
"inflix_30_assign_to_IBD_queue","Request_Detail__c","string_value__c","equals","2.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","FC","false"
"inflix_30_assign_to_IBD_queue","Request_Detail__c","string_value__c","equals","3.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","UC","false"
