"OwnerId","Step__r.External_ID__c","Order__c","RecordType.Name","Adjudication_Status__c","Days_Supply__c","Duration_Unit__c","Duration__c","Excluded_Plans__c","Justification_Codes__c","Key_Type__c","Pharmanet_Code__c","Price_Percent__c","SA_Type__c"
"00G5W000000MXTxUAO","hydroxyzine_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","hypertonic_saline_200_Pharmanet Payload if Approved","200.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","80029414","100.0","B"
"0055W000000LTcsQAG","hypertonic_saline_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","80029758","100.0","B"
"0055W000000LTcsQAG","icat_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0292","100.0","B"
"00G5W000000MXTxUAO","icat_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","imiquimod  _200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","2239505","100.0","B"
"0055W000000LTcsQAG","incobot_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0111","100.0","B"
"0055W000000LhdGQAS","incobot_300_Renewal_Payload_if_Approved","1.0","Pharmanet Payload","","","Years","3.0","D;G;MM;S;GE","4","RDP","9901-0111","100.0","B"
"0055W000000LhdGQAS","incobot_400_Other_None_Diagnosis_Initial_1_year_Payload","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0111","100.0","B"
"00G5W000000MXTxUAO","incobot_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","incobot_500_Other_None_Diagnosis_Renewal_3_Year_Payload","100.0","Pharmanet Payload","","","Years","3.0","D;G;MM;S;GE","4","RDP","9901-0111","100.0","B"
"0055W000000LTcsQAG","indapamide_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0011","100.0","B"
"00G5W000000MXTxUAO","indapamide_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"00G5W000000MXTuUAO","inflix_10_Assign_to_PP_queue_if_appropriate","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","inflix_11_Maual_Renewal_Payloads_1_Year","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0261","100.0","B"
"0055W000000LhdGQAS","inflix_11_Maual_Renewal_Payloads_1_Year","2.0","Pharmanet Payload","","28.0","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0477","100.0","B"
"0055W000000LhdGQAS","inflix_120_RA_and_IBD_eForm_Payloads_1_year","2.0","Pharmanet Payload","","28.0","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0477","100.0","B"
"0055W000000LhdGQAS","inflix_120_RA_and_IBD_eForm_Payloads_1_year","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0261","100.0","B"
"00G5W000000MXTsUAO","inflix_20_Off_label_queue_assignment","1.0","Owner Assignment","","","","","","","","","",""
"00G5W000000MXTmUAO","inflix_30_assign_to_IBD_queue","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdVQAS","inflix_40_PP_Initial_Payload_78_days_","1.0","Pharmanet Payload","","","Days","78.0","D;G;S;GE;P","4","RDP","9901-0261","100.0","B"
"0055W000000LhdVQAS","inflix_50_Other_payloads_1_year","1.0","Pharmanet Payload","","","Years","1.0","D;G;S;GE;P","4","RDP","9901-0261","100.0","B"
"0055W000000LhdGQAS","inflix_60_IBD_initial_payload","2.0","Pharmanet Payload","","28.0","Days","84.0","D;G;MM;S;GE","4","RDP","9901-0477","100.0","B"
"0055W000000LhdVQAS","inflix_60_IBD_initial_payload","1.0","Pharmanet Payload","","","Days","84.0","D;G;MM;S;GE","4","RDP","9901-0261","100.0","B"
"0055W000000LhdGQAS","inflix_7_RA_AS_PsA_3_Year_Payload","1.0","Pharmanet Payload","","","Years","3.0","D;G;S;GE;P","4","RDP","9901-0261","100.0","B"
"0055W000000UCp2QAG","inflix_8_E_forms_other_payload_1_year","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0261","100.0","B"
"0055W000000LhdGQAS","inflix_8_RA_AS_PsA_Indefinite_Payload","1.0","Pharmanet Payload","","","Indefinite","","D;G;S;GE;P","4","RDP","9901-0261","100.0","B"
"0055W000000LhdGQAS","inflix_9_Manual_Payloads_1_Year","1.0","Pharmanet Payload","","","Years","1.0","D;G;S;GE;P","4","RDP","9901-0261","100.0","B"
"0055W000000LhdGQAS","inflix_9_Manual_Payloads_1_Year","2.0","Pharmanet Payload","","28.0","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0477","100.0","R"
"0055W000000LhdpQAC","INRtestingdevice_1_Payload_on_approval_initial_device_strips","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S","4","RDP","9901-0337","100.0","B"
"0055W000000LhdpQAC","INRtestingdevice_1_Payload_on_approval_initial_device_strips","2.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S","4","RDP","9901-0338","100.0","B"
"0055W000000LhdpQAC","INRtestingdevice_2_Payload_on_approval_renewal_strips_only","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S","4","RDP","9901-0337","100.0","B"
"0055W000000LTcsQAG","insulin_NPH_pork_200_Pharmanet Payload if Approved","200.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","2275872","100.0","B"
"0055W000000LTcsQAG","insulin_NPH_pork_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","2275864","100.0","B"
"0055W000000LTcsQAG","insulin_R_500_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0396","100.0","B"
"0055W000000LTcsQAG","interferonA_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0018","100.0","B"
"00G5W000000MXTxUAO","interferonA_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","interferonB1B_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","","","","","100.0",""
"00G5W000000MXTxUAO","interferonB1B_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","ironisomaltoside_100_Payload_if_Approved","1.0","Pharmanet Payload","","","Days","28.0","D;G;MM;S","4","RDP","9901-0379","100.0","B"
"0055W000000LhdGQAS","ironsucrose_100_Payload_if_Approved","1.0","Pharmanet Payload","","","Days","28.0","D;G;MM;S","4","RDP","9901-0380","100.0","B"
"0055W000000LTcsQAG","isavuconazole_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Days","56.0","D;G;MM;S","4","RDP","9901-0369","100.0","B"
"00G5W000000MXTxUAO","isavuconazole_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","ismn_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","0057-0020","100.0","R"
"00G5W000000MXTxUAO","ismn_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","itraconazole_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0178","100.0","B"
"0055W000000LhdGQAS","itraconazole_300_Severe_Onychomycosis","1.0","Pharmanet Payload","","","Months","3.0","D;G;MM;S;GE","4","RDP","9901-0178","100.0","B"
"0055W000000LhdGQAS","itraconazole_400_Other_None_3_Month_Payload_","1.0","Pharmanet Payload","","","Months","3.0","D;G;MM;S;GE","4","RDP","9901-0178","100.0","B"
"00G5W000000MXTxUAO","itraconazole_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","ivabradine_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0305","100.0","B"
"00G5W000000MXTxUAO","ivabradine_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"00G5W000000MXTuUAO","ixekiz_10_Assign_to_PP_queue_where_appropriate","1.0","Owner Assignment","","","","","","","","","",""
"00G5W000000MXTsUAO","ixekiz_20_off_label_AR_queue_routing","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdVQAS","ixekiz_30_Pharmanet_Payload_PP_Initial_112_days","1.0","Pharmanet Payload","","","Days","112.0","D;G;S;GE;P","4","RDP","9901-0298","100.0","B"
"0055W000000LhdVQAS","ixekiz_40_Pharmanet_Payload_1_year","1.0","Pharmanet Payload","","","Years","1.0","D;G;S;GE;P","4","RDP","9901-0298","100.0","B"
"0055W000000LhdGQAS","ketamine10_1_PharmaNet_Payload_if_Approved","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0427","100.0","B"
"0055W000000LhdGQAS","ketamine50_1_PharmaNet_Payload_if_Approved","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0426","100.0","B"
"0055W000000LTcsQAG","LABAflutsalm_200_Pharmanet_Payload_if_Approved","300.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0063","100.0","B"
"0055W000000LTcsQAG","LABAflutsalm_200_Pharmanet_Payload_if_Approved","200.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0349","100.0","B"
"0055W000000LTcsQAG","LABAflutsalm_200_Pharmanet_Payload_if_Approved","400.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0341","100.0","B"
"0055W000000LTcsQAG","LABAflutsalm_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0339","100.0","B"
"00G5W000000MXTxUAO","LABAflutsalm_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","LABAflutvila_200_Pharmanet_Payload_if_Approved","300.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0063","100.0","B"
"0055W000000LTcsQAG","LABAflutvila_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0349","100.0","B"
"0055W000000LTcsQAG","LABAflutvila_200_Pharmanet_Payload_if_Approved","200.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0341","100.0","B"
"0055W000000LTcsQAG","LABAflutvila_200_Pharmanet_Payload_if_Approved","400.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0339","100.0","B"
"00G5W000000MXTxUAO","LABAflutvila_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","LABAform_200_Pharmanet_Payload_if_Approved","400.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0063","100.0","B"
"0055W000000LTcsQAG","LABAform_200_Pharmanet_Payload_if_Approved","300.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0339","100.0","B"
"0055W000000LTcsQAG","LABAform_200_Pharmanet_Payload_if_Approved","200.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0349","100.0","B"
"0055W000000LTcsQAG","LABAform_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0341","100.0","B"
"00G5W000000MXTxUAO","LABAform_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","LABAformbude_200_Pharmanet_Payload_if_Approved","300.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0341","100.0","B"
"0055W000000LTcsQAG","LABAformbude_200_Pharmanet_Payload_if_Approved","200.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0339","100.0","B"
"0055W000000LTcsQAG","LABAformbude_200_Pharmanet_Payload_if_Approved","400.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0063","100.0","B"
"0055W000000LTcsQAG","LABAformbude_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0349","100.0","B"
"00G5W000000MXTxUAO","LABAformbude_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","LABAformmom_200_Pharmanet_Payload_if_Approved","400.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0063","100.0","B"
"0055W000000LTcsQAG","LABAformmom_200_Pharmanet_Payload_if_Approved","200.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0349","100.0","B"
"0055W000000LTcsQAG","LABAformmom_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0339","100.0","B"
"0055W000000LTcsQAG","LABAformmom_200_Pharmanet_Payload_if_Approved","300.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0341","100.0","B"
"00G5W000000MXTxUAO","LABAformmom_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdVQAS","LABAindamome_200_Pharmanet_Payload_if_Approved","200.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0339","100.0","B"
"0055W000000LhdVQAS","LABAindamome_200_Pharmanet_Payload_if_Approved","400.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0063","100.0","B"
"0055W000000LhdVQAS","LABAindamome_200_Pharmanet_Payload_if_Approved","300.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0341","100.0","B"
"0055W000000LhdVQAS","LABAindamome_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0349","100.0","B"
"00G5W000000MXTxUAO","LABAindamome_50_Assign_to_Urgent_if_Phone","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","LABAsalm_200_Pharmanet_Payload_if_Approved","400.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0063","100.0","B"
"0055W000000LTcsQAG","LABAsalm_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0339","100.0","B"
"0055W000000LTcsQAG","LABAsalm_200_Pharmanet_Payload_if_Approved","200.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0341","100.0","B"
"0055W000000LTcsQAG","LABAsalm_200_Pharmanet_Payload_if_Approved","300.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0349","100.0","B"
"00G5W000000MXTxUAO","LABAsalm_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","lacolaco_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0177","100.0","B"
"00G5W000000MXTxUAO","lacolaco_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","lacopera_200_Pharmanet_Payload_if_Approved","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0234","100.0","B"
"00G5W000000MXTxUAO","lacopera_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","lactulose_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0053","100.0","B"
"00G5W000000MXTxUAO","lactulose_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","LAinsulinbasa_100_AA_Adjudication","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LTcsQAG","LAinsulinbasa_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0088","100.0","B"
"00G5W000000MXTxUAO","LAinsulinbasa_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","Lainsulindete_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0088","100.0","B"
"00G5W000000MXTxUAO","Lainsulindete_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","lamivudine_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0163","100.0","B"
"00G5W000000MXTxUAO","lamivudine_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","lantus_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0304","100.0","B"
"0055W000000LTcsQAG","LBMdiph_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0211","100.0","B"
"00G5W000000MXTxUAO","LBMdiph_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","LBMlope_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0010","100.0","B"
"00G5W000000MXTxUAO","LBMlope_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","leflunomide_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0064","100.0","B"
"00G5W000000MXTxUAO","leflunomide_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","letermovir_1_Letermovir_Payload_if_Approved","1.0","Pharmanet Payload","","","Days","100.0","D;G;MM;S","4","RDP","9901-0371","100.0","B"
"00G5W000000MiSjUAK","letermovir_2_Letermovir_Criteria","1.0","Owner Assignment","","","","","","","","","",""
"00G5W000000MiSjUAK","letermovir_3_Letermovir_Other_Exceptional_or_None","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","leuprolide_100_Endometriosis_6_months","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0133","100.0","B"
"0055W000000LhdGQAS","leuprolide_200_Control_of_Sexual_Drive_Indef_D_s_exempt","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0133","100.0","B"
"0055W000000LTcsQAG","leuprolide_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;S","4","RDP","9901-0133","100.0","B"
"0055W000000LhdGQAS","leuprolide_400_Other_None","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0133","100.0","B"
"00G5W000000MXTxUAO","leuprolide_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","levetiracetam_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0066","100.0","B"
"0055W000000LhdGQAS","levetiracetam_200_Pharmanet_Payload_if_Approved","50.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdGQAS","levetiracetam_400_Other_None_Diagnosis","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0066","100.0","B"
"00G5W000000MXTxUAO","levetiracetam_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","levetiracetam_solution_100_Initial_Payload_if_Approved","2.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0419","100.0","B"
"0055W000000LhdGQAS","levetiracetam_solution_100_Initial_Payload_if_Approved","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0066","100.0","B"
"0055W000000LhdGQAS","levetiracetam_solution_200_Renewal_Payload_if_Approved","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0419","100.0","B"
"0055W000000LhdGQAS","levetiracetam_solution_300_Other_None_Diagnosis","2.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0419","100.0","B"
"0055W000000LhdGQAS","levetiracetam_solution_300_Other_None_Diagnosis","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0066","100.0","B"
"00G5W000000MXTxUAO","levetiracetam_solution_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","levocarnitine_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0218","100.0","B"
"0055W000000LTcsQAG","levofloxacin_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Days","14.0","D;G;MM;S","4","RDP","9901-0069","100.0","B"
"0055W000000LTcsQAG","linezolid_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Days","30.0","D;G;MM;S","4","RDP","9901-0169","100.0","B"
"00G5W000000MXTxUAO","linezolid_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","linezolidsusp_100_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","2243686","100.0","B"
"0055W000000LTcsQAG","liraglutide_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S","4","DIN","2351064","100.0","B"
"0055W000000LTcsQAG","lithium_carbonate_SR_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;S","4","DIN","2266695","100.0","B"
"0055W000000LTcsQAG","lurasidone_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Indefinite","","D;S","4","RDP","9901-0230","100.0","B"
"0055W000000LhdGQAS","luspatercept_10_initial_Payload","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0421","100.0","B"
"0055W000000LhdGQAS","luspatercept_20_Renewal_Payload","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0421","100.0","B"
"0055W000000LhdGQAS","luspatercept_30_Other_None","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0421","100.0","B"
"0055W000000LhdGQAS","luspatercept_40_Myelodysplastic_Syndrome_Auto_Denial","2.0","Adjudication","Not Approved","","","","","","","","",""
"00G5W000000MiSkUAK","luspatercept_40_Myelodysplastic_Syndrome_Auto_Denial","3.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","luspatercept_40_Myelodysplastic_Syndrome_Auto_Denial","1.0","Case Update","","","","","","","","","",""
"0055W000000LTcsQAG","macitentan_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0383","100.0","B"
"0055W000000LTcsQAG","magnesium_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0132","100.0","B"
"0055W000000LTcsQAG","Maintenaarip_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;S","4","RDP","9901-0081","100.0","B"
"00G5W000000MXTxUAO","Maintenaarip_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","Maintenapalisust_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;S","4","RDP","9901-0081","100.0","B"
"00G5W000000MXTxUAO","Maintenapalisust_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","Maintenapalitrin_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;S","4","RDP","9901-0081","100.0","B"
"00G5W000000MXTxUAO","Maintenapalitrin_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","Maintenarisp_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;S","4","RDP","9901-0081","100.0","B"
"00G5W000000MXTxUAO","Maintenarisp_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","maribavir_100_Initial_Recurrence_8_week_Approval_","1.0","Pharmanet Payload","","","Days","56.0","D;G;MM;S;GE","4","RDP","9901-0466","100.0","B"
"0055W000000LhdGQAS","maribavir_200_Renewal_4_week_approval_","1.0","Pharmanet Payload","","","Days","28.0","D;G;MM;S;GE","4","RDP","9901-0466","100.0","B"
"0055W000000LhdGQAS","mavacamten_100_Initial_Approval_24_Weeks","1.0","Pharmanet Payload","","","Days","168.0","D;G;MM;S;GE","4","RDP","9901-0474","100.0","B"
"0055W000000LhdGQAS","mavacamten_200_Renewal_Approval_1_Year","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0474","100.0","B"
"0055W000000LhdGQAS","mavacamten_300_Other_Diagnosis","1.0","Pharmanet Payload","","","Days","168.0","D;G;MM;S;GE","4","RDP","9901-0474","100.0","B"
"0055W000000LTcsQAG","maviret_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Months","2.0","D;G;MM;S","4","RDP","9901-0315","100.0","B"
"0055W000000UCp2QAG","maviret_300_PharmaNet_Payload_if_Approved_12_weeks_","100.0","Pharmanet Payload","","","Months","3.0","D;G;MM;S","4","RDP","9901-0315","100.0","B"
"0055W000000UCp2QAG","maviret_4_PharmaNet_Payload_if_Approved_16_weeks_","1.0","Pharmanet Payload","","","Months","4.0","D;G;MM;S;GE","4","RDP","9901-0315","100.0","B"
"00G5W000000MXTxUAO","maviret_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"00G5W000000MXTxUAO","maviretpediatric_1_Assign_to_urgent_if_Phone","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","maviretpediatric_200_Pharmanet_Payload_if_Approved_8_weeks_","1.0","Pharmanet Payload","","","Months","2.0","D;G;MM;S;GE","4","RDP","9901-0467","100.0","B"
"0055W000000LhdGQAS","maviretpediatric_300_PharmaNet_Payload_if_Approved_12_weeks_","1.0","Pharmanet Payload","","","Months","3.0","D;G;MM;S;GE","4","RDP","9901-0467","100.0","B"
"0055W000000LhdGQAS","maviretpediatric_400_PharmaNet_Payload_if_Approved_16_weeks_","1.0","Pharmanet Payload","","","Months","4.0","D;G;MM;S;GE","4","RDP","9901-0467","100.0","B"
"0055W000000LTcsQAG","meloxicam_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","0041-0050","100.0","R"
