"External_ID__c","Name","Drug__r.Drug_Code__c","Order__c","Description__c","Criteria_Logic__c","Always_Run__c"
"denosprol_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","denosprol","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1,OR(2,3))","false"
"denosprol_52_Denosumab_urgent_eForm_Words","Denosumab urgent eForm Words","denosprol","52.0","routes the case to urgent queue","OR(1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24)","false"
"deoxyribonuclease_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","deoxyribonuclease","200.0","Pharmanet Payload if Approved","AND(1)","false"
"desmopressin_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","desmopressin","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"desmopressin_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","desmopressin","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"desvenlafaxine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","desvenlafaxine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"DexcomCGM_300_1_year_approval_payload_HIBC_temporary_","1 year approval payload HIBC (temporary)","DexcomCGM","300.0","temporary while HIBC is case creating","AND(1,2)","false"
"DexcomCGM_2_1_year_approval_payload_AA","1 year approval payload eForms AA","DexcomCGM","200.0","payload for eForms initial","AND(1,2,3,OR(4,5,6,7,8))","false"
"DexcomCGM_1_Approve_case_1_year","Approve case 1 year (eForm)","DexcomCGM","100.0","Approve case 1 year - auto adj rules","AND(AND(1,2,3,4), OR(5,6,7,8,9))","false"
"DexcomCGM_2_Child_on_NSS_Payload","Child on NSS Payload","DexcomCGM","600.0","","AND(OR(1,2,5), OR(3,4))","false"
"DexcomCGM_1_Approval_duration_initial","Approval duration - initial","DexcomCGM","500.0","initial coverage is 1 year; renewal 5 years","AND(1)","false"
"DexcomCGM_3_Approval_duration_renewal","Approval duration - renewal","DexcomCGM","700.0","","AND(1,OR(2,3))","false"
"DexcomCGM_4_Child_on_NSS_Payload_Renewal","Child on NSS Payload Renewal","DexcomCGM","800.0","","AND(OR(1,2), OR(3,4))","false"
"DexcomCGM_15_Dexcom_emergency_other_payload","Other/None fax request - Initial (1 year) Payload","DexcomCGM","900.0","As requested by team leads","AND(1,2,OR(3,4))","false"
"DexcomCGM_1000_Other_None_fax_request_Renewal_5_year_Payload","Other/None fax request - Renewal (5 year) Payload","DexcomCGM","1000.0","","AND(1,2,OR(3,4))","false"
"DexcomCGM_150_Approve_1_year_initial_fax","Approve 1 year initial fax","DexcomCGM","150.0","Approve case from fax AA","AND(1,2)","false"
"diaminopryridine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","diaminopryridine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"diazoxide_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","diazoxide","200.0","Pharmanet Payload if Approved","AND(1)","false"
"diclo_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","diclo","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"diclo_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","diclo","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"diclomiso_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","diclomiso","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"diclomiso_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","diclomiso","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"dienogest_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","dienogest","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"dienogest_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","dienogest","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"dimethylfumarate_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","dimethylfumarate","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"dimethylfumarate_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","dimethylfumarate","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"divalproex_sprinkle_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","divalproex_sprinkle","200.0","Pharmanet Payload if Approved","AND(1)","false"
"DOACriva_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","DOACriva","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"DOACriva_200_Payload_if_AFib","Payload if AFib","DOACriva","200.0","payload if AFib, but not AA","AND(1,OR(2,3,4))","false"
"DOACriva_150_Afib_AA","Afib AA","DOACriva","150.0","","OR(AND(1,2),AND(3,OR(4,5,6,7)))","false"
"DOACriva_10_Autofax_as_benefit","Autofax as benefit","DOACriva","10.0","","","true"
"DOACriva_300_Payload_if_other","Payload if other","DOACriva","300.0","payload with blank duration if other diagnosis","AND(1,OR(2,3,4,5,6))","false"
"DOACriva_1_Payload_if_DVT_PE","Payload if DVT/PE","DOACriva","100.0","AA rules for DVT/PE diagnoses","OR(1,2,3,4,5,6)","false"
"dorzolamide_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","dorzolamide","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"dorzolamide_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","dorzolamide","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"DPP4lina_100_Linagliptin_Approval","Linagliptin Approval","DPP4lina","100.0","","AND(1)","false"
"DPP4lina_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","DPP4lina","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"DPP4lina_52_Linagliptin_urgent_eForm_Words","Linagliptin urgent eForm Words","DPP4lina","52.0","routes the case to urgent queue","OR(1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24)","false"
"DPP4lina_1_Linagliptin_Not_Approved","Linagliptin Not Approved","DPP4lina","300.0","","AND(1)","false"
"DPP4lina_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","DPP4lina","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"DPP4saxa_100_Saxagliptin_Approval","Saxagliptin Approval","DPP4saxa","100.0","","AND(1)","false"
"DPP4saxa_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","DPP4saxa","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"DPP4saxa_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","DPP4saxa","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"DPP4saxa_300_Saxagliptin_Not_Approved","Saxagliptin Not Approved","DPP4saxa","300.0","","AND(1)","false"
"dronedarone_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","dronedarone","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"dronedarone_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","dronedarone","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"duloxetine_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved (regular coverage)","duloxetine","200.0","Migrated from Drug Template records to criteria-based actions.","OR(AND(1,2),AND(1,3))","false"
"duloxetine_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","duloxetine","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"duloxetine_300_Exceptional_Coverage","Exceptional Coverage","duloxetine","300.0","","OR(1,2,3,4)","false"
"duodopa_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","duodopa","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"duodopa_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","duodopa","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"dupilumab_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","dupilumab","200.0","Pharmanet Payload if Approved","AND(1)","false"
"edaravone_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","edaravone","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"edaravone_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","edaravone","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"edoxaban_100_PharmaNet_Payload_if_Approved","PharmaNet Payload if Approved","edoxaban","100.0","","AND(1)","false"
"eletriptan_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","eletriptan","200.0","Pharmanet Payload if Approved","AND(1)","false"
"eltrombopag_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","eltrombopag","200.0","Pharmanet Payload if Approved","AND(1)","false"
"enbrel_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","enbrel","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"enbrel_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","enbrel","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"enoxaparin_100_Tx_of_VTE_Bridging","Generate a 35 day payload","enoxaparin","40.0","","AND(1,OR(3,AND(2,4)))","false"
"enoxaparin_400_Following_Total_Hip_Replacement","generate 14 day payload","enoxaparin","20.0","","AND(1,OR(3,AND(2,4)))","false"
"enoxaparin_200_Failure_on_Oral_Anticoagulant_Therapy","Generate 10 day payload with expanded pickup window","enoxaparin","15.0","","AND(1,OR(3,AND(2,4)))","false"
"enoxaparin_500_Orthopedic_Surgery_for_Major_Trauma","Generate a 3 month payload","enoxaparin","50.0","","AND(1,OR(3,4,AND(2,5)))","false"
"enoxaparin_700_Associated_with_Pregnancy","Generate a 10 day payload","enoxaparin","10.0","","AND(1,OR(AND(2,4),AND(2,5),AND(3,4),AND(3,5),AND(4,6),AND(5,6),AND(4,7),AND(5,7),8,9))","false"
"enoxaparin_600_Lupus_Ac_Antiphospholipid_syndrome_Thrombophilia","Generate a 6 month payload","enoxaparin","60.0","","AND(1,OR(2,3,4,5))","false"
"enoxaparin_13_Generate_10_day_payload_part_2","Generate 10 day payload part 2","enoxaparin","13.0","","AND(1,OR(AND(2,3,4),5,6,7))","false"
"enoxaparin_300_Following_Total_Knee_Replacement","Generate 28 day payload with expanded pickup window","enoxaparin","35.0","","OR(3,AND(2,4))","false"
"entacapone_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","entacapone","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"entacapone_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","entacapone","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"entecavir_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","entecavir","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"entecavir_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","entecavir","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"Entresto_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","Entresto","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"Entresto_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","Entresto","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"epclusa_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved (12 weeks)","epclusa","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1,OR(2,3))","false"
"epclusa_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","epclusa","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"epclusa_300_PharmaNet_Payload_it_Approved_24_weeks_","PharmaNet Payload it Approved (24 weeks)","epclusa","300.0","payload = 168 days","AND(1,OR(2,3))","false"
"eplerenone_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","eplerenone","200.0","Pharmanet Payload if Approved","AND(1)","false"
"epoprostenol_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","epoprostenol","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"epoprostenol_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","epoprostenol","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"eslicarbazepine_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","eslicarbazepine","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"eslicarbazepine_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","eslicarbazepine","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"estraderm_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","estraderm","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"estraderm_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","estraderm","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"estradiol_tabs_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","estradiol_tabs","200.0","Pharmanet Payload if Approved","AND(1)","false"
"etanbiosim_50_RA_AS_PsA_3_Year_Payload","RA/AS/PsA 3 Year Payload","etanbiosim","50.0","","AND(1,6,7,OR(2,3,4,5))","false"
"etanbiosim_30_PP_Initial_Payload_84_days","PP Initial Payload 84 days","etanbiosim","30.0","Creates payload when plaque psoriasis initial","AND(1,OR(2,AND(3,4)))","false"
"etanbiosim_10_Onwer_assignment_rules_default_queues","Onwer assignment rules default queues","etanbiosim","10.0","Assigns to the appropriate queue based on diagnosis","OR(1,2)","false"
"etanbiosim_200_Pharmanet_Payload_if_Approved","All other Payloads 1 year","etanbiosim","40.0","Applies a 1 year payload for non PP initial requests.","AND(1,OR(AND(2,OR(3,4)),AND(5,OR(6,7)),OR(8,9,10,11,12,13,14))15,16)","false"
"etanbiosim_60_RA_AS_PsA_Indefinite_Payload","RA/AS/PsA Indefinite Payload","etanbiosim","60.0","","AND(1,6,7,OR(2,3,4,5))","false"
"etanbiosim_20_Off_label_queue_assignment","Off label queue assignment","etanbiosim","20.0","Assigns to off label AR queue for other dx.","OR(1,2)","false"
"evo_300_Renewal_Payload_if_Approved","Renewal Payload if Approved","evo","300.0","","AND(1,OR(2,3))","false"
"evo_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","evo","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"evo_200_Pharmanet_Payload_if_Approved","Initial Payload if Approved","evo","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1,OR(2,3))","false"
"evo_400_Other_or_None","Other or None","evo","400.0","","AND(1,OR(2,3))","false"
"ezetimibe_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","ezetimibe","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"ezetimibe_52_Ezetimibe_urgent_eForm_Words","Ezetimibe urgent eForm Words","ezetimibe","52.0","routes the case to urgent queue","OR(1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24)","false"
"ezetimibe_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","ezetimibe","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"febuxostat_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","febuxostat","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"febuxostat_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","febuxostat","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"fent_patch_200_PharmaNet_Payload_Renewal","PharmaNet Payload - Renewal","fent patch","200.0","","OR(1,2)","false"
"fent_patch_3_Safer_Supply","Safer Supply","fent patch","150.0","","OR(1,2)","false"
"fent_patch_300_Other_or_None","Other or None/Exceptional OUD","fent patch","300.0","","AND(1,OR(2,3,4,5))","false"
"fent_patch_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","fent patch","100.0","Migrated from Drug Template records to criteria-based actions.","AND(1,OR(2,3,4,5))","false"
"fenttabs_1_Pharmanet_Payload_if_Approved","Fentanyl Tabs 1-Year Approval","fent tabs","1.0","","OR(1,2)","false"
"fent_tabs_200_Other_or_None","Renewal/Other/None","fent tabs","200.0","","OR(1,2,3,4,5)","false"
"fesoterodine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","fesoterodine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"fidaxomicin_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","fidaxomicin","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"fidaxomicin_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","fidaxomicin","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"filgrastim_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","filgrastim","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"filgrastim_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","filgrastim","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"finerenone_100_Payload_when_approved","Payload when approved","finerenone","100.0","","AND(1)","false"
"fingolimod_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","fingolimod","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"fingolimod_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","fingolimod","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"fluconsolids_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","fluconsolids","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"fluconsolids_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","fluconsolids","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"flucytosine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","flucytosine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"fondaparinux_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","fondaparinux","200.0","Pharmanet Payload if Approved","AND(1)","false"
"FreeStyleLibre_1000_Other_None_fax_request_renewal_5_year_payload","Other/None fax request - renewal (5 year) payload","FreeStyleLibre","1000.0","","AND(1,2,OR(3,4))","false"
"FreeStyleLibre_900_Other_None_fax_request_initial_1_year_payload","Other/None fax request - initial (1 year) payload","FreeStyleLibre","900.0","","AND(1,2,OR(3,4))","false"
"FreeStyleLibre_800_Child_on_NSS_payload_renewal","Child on NSS payload renewal","FreeStyleLibre","800.0","","AND(OR(1,2), OR(3,4))","false"
"FreeStyleLibre_150_Approve_1_year_initial_fax","Approve 1 year initial fax","FreeStyleLibre","150.0","","AND(1,2)","false"
"FreeStyleLibre_100_Approve_1year_initial_eForm","Approve 1 year initial eForm","FreeStyleLibre","100.0","","AND(AND(1,2,3,4), OR(5,6,7,8,9))","false"
"FreeStyleLibre_200_1_year_approval_payload_AA_from_eForms","1 year approval payload AA from eForms","FreeStyleLibre","200.0","","AND(1,2,3,OR(4,5,6,7,8,9))","false"
"FreeStyleLibre_600_Child_on_NSS_payload_1_year","Child on NSS payload - 1 year","FreeStyleLibre","600.0","","AND(OR(1,2), OR(3,4))","false"
"FreeStyleLibre_700_Approval_duration_renewal","Approval duration - renewal","FreeStyleLibre","700.0","","AND(1,OR(2,3))","false"
"FreeStyleLibre_500_Payload_one_year_fax_initials","Payload - one year - fax initials","FreeStyleLibre","500.0","","AND(1)","false"
"gabapentin_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","gabapentin","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"gabapentin_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","gabapentin","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"glatiramer_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","glatiramer","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"glatiramer_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","glatiramer","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"gliclazide_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","gliclazide","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"gliclazide_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","gliclazide","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"gliclazide_100_Approve_Case","Approve Case","gliclazide","100.0","Migrated from Adjudication Criteria records to criteria-based actions.","OR(AND(2,3), 1)","false"
"gliclazide_52_Gliclazide_urgent_eForm_Words","Gliclazide urgent eForm Words","gliclazide","52.0","routes the case to urgent queue","OR(1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24)","false"
"glucagon_injection_10_Approve_Case","Approve Case","glucagon","10.0","Approve case rules","OR(AND(2,3), 1)","false"
"glucagon_injection_1_If_Approved","If Approved","glucagon","100.0","Indefinite coverage if approved","AND(1)","false"
"golim_50_Assign_to_Urgent_if_Phone","Off label queue routing","golim","10.0","sends to off label queue if dx is other.","OR(1,2)","false"
"golim_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","golim","20.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"goserelin_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","goserelin","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"goserelin_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","goserelin","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"guanfacine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","guanfacine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"H2Bcime_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","H2Bcime","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"H2Bcime_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","H2Bcime","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"H2Bfamo_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","H2Bfamo","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"H2Bfamo_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","H2Bfamo","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"H2Bniza_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","H2Bniza","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"H2Bniza_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","H2Bniza","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"harvoni_300_PharmaNet_Payload_if_Approved_24_weeks_","PharmaNet Payload if Approved (24 weeks)","harvoni","300.0","24 weeks (168 days) payload","AND(1,OR(2,3))","false"
"harvoni_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved (8 weeks)","harvoni","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1,OR(2,3))","false"
"harvoni_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","harvoni","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"harvoni_300_PharmaNet_Payload_if_Approved_12_weeks_","PharmaNet Payload if Approved (12 weeks)","harvoni","300.0","12 week (84 day) approval period","AND(1,OR(2,3))","false"
"humalog_1_Payload_if_Approved","Payload if Approved","humalog","1.0","","AND(1)","false"
"humalogMIX_1_Payload_if_Approved","Payload if Approved","humalogMIX","1.0","","AND(1)","false"
"Humira_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","Humira","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"Humira_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","Humira","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"hydromorph50inj_150_Exceptional_Other_None_Diagnosis","Exceptional/Other/None Diagnosis","hydromorph50inj","150.0","","OR(1,2,3,4)","false"
"hydromorph50inj_100_Renewal","Renewal","hydromorph50inj","100.0","","OR(1,2)","false"
"hydromorph50inj_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","hydromorph50inj","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"hydromorph50inj_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","hydromorph50inj","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"hydromorph50inj_75_Initial_Approval","Initial Approval","hydromorph50inj","75.0","","OR(1,2)","false"
"hydromorphSR_75_Initial_Approval","Initial Approval","hydromorphSR","75.0","","OR(1,2)","false"
"hydromorphSR_100_Renewal","Renewal","hydromorphSR","100.0","","OR(1,2)","false"
"hydromorphSR_52_HydromorphoneCR_urgent_eForm_Words","HydromorphoneCR urgent eForm Words","hydromorphSR","52.0","routes the case to urgent queue","OR(1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24)","false"
"hydromorphSR_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","hydromorphSR","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"hydromorphSR_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","hydromorphSR","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"hydromorphSR_150_Exceptional_Other_None_Diagnosis","Exceptional/Other/None Diagnosis","hydromorphSR","150.0","","OR(1,2,3,4)","false"
"hydroxocobalamin_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","hydroxocobalamin","200.0","Pharmanet Payload if Approved","AND(1)","false"
"hydroxyurea_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","hydroxyurea","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"hydroxyurea_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","hydroxyurea","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"hydroxyzine_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","hydroxyzine","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"hydroxyzine_100_AA_for_hydroxyzine","AA for hydroxyzine","hydroxyzine","100.0","","OR(1,2)","false"
"hydroxyzine_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","hydroxyzine","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"hypertonic_saline_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","hypertonic_saline","200.0","Pharmanet Payload if Approved","AND(1)","false"
"icat_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","icat","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"icat_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","icat","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"placeholder_1_pharmanet_payload_if_approved","pharmanet payload if approved (indefinite)","icosapent","1.0","generates the payload","AND(1)","false"
"imiquimod  _200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","imiquimod","200.0","Pharmanet Payload if Approved","AND(1)","false"
"incobot_300_Renewal_Payload_if_Approved","Renewal Payload if Approved","incobot","300.0","","AND(1,OR(AND(2,3,4,5),6))","false"
"incobot_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","incobot","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"incobot_500_Other_None_Diagnosis_Renewal_3_Year_Payload","Other/None Diagnosis - Renewal (3 Year) Payload","incobot","500.0","","AND(1,2,OR(3,4))","false"
