"OwnerId","Approval_Details__c","Auto_Adjudication_Requirements__c","Auto_Push_to_Pharmanet__c","Auto_Validate_Patient__c","Auto_Validate_Provider__c","Brand_Drug_Name__c","CDEC_Recommendation__c","Criteria_Website__c","DBC_R_R__c","Drug_Code__c","Drug_Review_Results__c","Form__c","Health_Canada_monograph__c","PharmaNet_RDP_code__c","Pharmacist_Notes__c","Practitioner_Exemptions__c","Special_Notes__c","Strength__c","Tech_Sheet__c","Name"
"00G5W000000MXTtUAO","","","false","false","false","Flolan and Caripul","","","","epoprostenol","","","","9901-0114","","Designated specialist physicians experienced in the diagnosis and treatment of PAH","","0.5mg, 1.5mg","","epoprostenol"
"00G5W000000MXTxUAO","","","false","false","false","Aptiom","","","","eslicarbazepine","","tablet","","9901-0257","","","","200mg, 400mg, 600mg, 800mg","","eslicarbazepine"
"00G5W000000MXTvUAO","","","false","false","false","Estraderm, Estradot, Oesclim, Climara, Vivelle, Estalis, Estrogel, Divigel, and generics","","","","estraderm","","patch/gel","","9901-0055","","","","","","estradiol patches and gel"
"00G5W000000MiSiUAK","","","false","false","false","Vagifem 10","","","","estradiol_tabs","","tablet","","2325462","","","","10 mcg vaginal tablet","","estradiol vaginal tablets"
"00G5W000000MXTiUAO","Approved biosimilar etanercept 50 mg _ weekly","","false","true","true","Erelzi/Brenzys/Rymti","","","","etanbiosim","","","","9901-0286","","Pediatric rheumatologists for pediatric patients diagnosed with rheumatoid arthritis","<p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Please note that claims will be monitored and subject to review. For changes in dosage regimens, please submit renewal application for review by Committee. Thank you.</span></p>","50mg/mL, 25mg/0.5mL (Erelzi only)","","etanercept (biosimilars)"
"0055W000000LTcsQAG","","","false","false","false","Repatha","","","","evo","","","","","","","","120mg/mL, 140mg/mL","","evolocumab"
"00G5W000000MXTvUAO","","","false","false","false","Ezetrol and generics","","","","ezetimibe","","tablet","","9901-0243","","","","10mg","","ezetimibe"
"00G5W000000MXTvUAO","Please be advised, the FDA added a Boxed warning for increased risk of death with Uloric (febuxostat) on Feb 21, 2019. For more information, please visit: https://www.fda.gov/Drugs/DrugSafety/ucm631182.htm","","false","false","false","Uloric","","","","febuxostat","","tablet","","9901-0174","","","Please be advised, the FDA added a Boxed warning for increased risk of death with Uloric (febuxostat) on Feb 21, 2019. For more information, please visit: https://www.fda.gov/Drugs/DrugSafety/ucm631182.htm","80mg","","febuxostat"
"00G5W000000MXTxUAO","","","false","true","true","Duragesic and generics","","","","fent patch","","patch","","9901-0008","","Oncologist (medical),  Oncologist (radiation), Haematologist","","12mcg, 25mcg, 50mcg, 75mcg, 100mcg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/_layouts/15/DocIdRedir.aspx?ID=F2RWFFZUCM2Q-797944229-1546","fentanyl patches"
"00G5W000000MXTxUAO","","","false","true","true","Fentora","","","","fent tabs","","buccal tablets","","9901-0378","","","","100mcg, 200mcg, 400mcg, 600mcg, 800mcg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/_layouts/15/DocIdRedir.aspx?ID=F2RWFFZUCM2Q-797944229-1545","fentanyl buccal tablets"
"00G5W000000MiSiUAK","","","false","false","false","Toviaz","","NON-Benefit","","fesoterodine","","tablet","","9901-0345","However, solifenacin is available for coverage of OAB; https://www2.gov.bc.ca/gov/content/health/practitioner-professional-resources/pharmacare/prescribers/limited-coverage-drug-program/. Thank you","","<p><b>NON BENEFIT</b>┬á</p><p><br></p><p><b>Pharmacist copy-paste</b></p><p>IF patient meets Solifenacin criteria :┬á</p><p><br></p><p>APPROVE┬áSolifenacin 5, 10 mg 9901-0241┬áx indefinite</p><p>As of Aug 4, 2016 eligible generic brands of Solifenacin have become limited coverage benefits, available through Special Authority. This patient is currently approved for indefinite coverage of eligible generic brands of Solifenacin 5mg and 10 mg . Coverage is subject to patient eligibility, deductibles and the lowest cost alternative price, if applicable . Thank you ( initial)┬á</p><p><br></p><p>IF NOT CLEAR Solifenacin criteria is met :┬á</p><p>This medication is not eligible for PharmaCare coverage.</p><p>However, solifenacin is available for coverage of OAB;https://www2.gov.bc.ca/gov/content/health/practitioner-professional-resources/pharmacare/prescribers/limited-coverage-drug-program/limited-coverage-drugs-solifenacin. Thank you. (init)</p>","4 mg, 8 mg","","fesoterodine"
"00G5W000000MXTxUAO","Approved 10 day supply with 5 day window for pick up.","","false","false","false","Dificid","","","","fidaxomicin","","tablet","","9901-0237","","","","200mg","","fidaxomicin"
"00G5W000000MXTxUAO","","","false","false","false","Grastofil, Nivestym","","","","filgrastim","","","","9901-0277","","","","300mcg, 480mcg pre-filled syringes / single use vials","","filgrastim (biosimilar)"
"00G5W000000MXTvUAO","","","false","false","false","Kerendia","","https://www2.gov.bc.ca/gov/content/health/practitioner-professional-resources/pharmacare/prescribers/limited-coverage-drug-program/limited-coverage-drugs-page-icosapent-75547","","finerenone","","","","9901-0449","","","","10 mg, 20 mg","","finerenone"
"00G5W000000MXTpUAO","","","false","false","false","Gilenya and generics","","","","fingolimod","","","","9901-0228","","","","0.5mg","","fingolimod"
"00G5W000000MXTxUAO","","","false","false","false","Diflucan and generics","","","","fluconsolids","","tablet","","9901-0021","","Physicians specializing in treatment of HIV/AIDS patients","","50mg, 100mg, 150 mg","","fluconazole oral tablets and capsules"
"00G5W000000MiSiUAK","","","false","false","false","Ancoban","","","","flucytosine","","tablet","","6612-8023","","","","500 mg capsules","","flucytosine (SAP)"
"00G5W000000MiSjUAK","","","false","false","false","Arixtra","","","","fondaparinux","","","","9901-0259","","","","2.5, 7.5 mg","","fondaparinux"
"00G5W000000MXTvUAO","If using a Glucose Monitoring System, patients may occasionally need blood glucose test strips (for example, if device displays an error code or if symptoms donΓÇÖt match device readings). FreeStyle Libre users are covered for 200 blood glucose test strips per year.","","true","true","true","FreeStyle Libre 2 Flash Glucose Monitoring System (Abbott)","","","","FreeStyleLibre","","","","9901-0376","","","<p><span style=""font-size: 14px;"">For kids with the check box confirmed:</span></p><p><span style=""font-size: 14px;"">┬á</span></p><p><span style=""font-size: 14px;"">This approval also includes approval for no limit Blood Glucose Test Strips. Pharmacies may contact HIBC for correct PINs for billing.</span></p><p><span style=""font-size: 14px;"">┬á</span></p><p><strong style=""font-size: 14px;""><u>MIR Wording when submitted on generic form:</u></strong></p><p><span style=""font-size: 14px; color: rgb(62, 62, 60);"">Please resubmit using the Glucose Monitoring System (Dexcom G6, FreeStyle Libre 2) Special Authority form. The form can be found at:</span></p><p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5817fil.pdf"" target=""_blank"" style=""font-size: 14px; color: rgb(62, 62, 60);"">https://www2.gov.bc.ca/assets/gov/health/forms/5817fil.pdf</a></p><p><span style=""font-size: 14px;"">┬á</span></p><p><span style=""font-size: 14px; color: rgb(0, 0, 0);"">∩╗┐To allow coverage for children under NSS for blood glucose test strips during the approval period, please have the dispensing pharmacy bill the unlimited PIN# by replacing the second number of the listed PharmaCare PIN with &quot;9&quot; (e.g., One Touch Verio PIN 44123049, now bill PIN 49123049). Thank you.</span></p><p><br></p><p><br></p>","","","FreeStyle Libre 2 FGM"
"00G5W000000MXTxUAO","","","false","false","false","Neurontin and generics","","","","gabapentin","","tablet","","9901-0042","","","","100mg, 300mg, 400mg, 600mg, 800mg","","gabapentin"
"00G5W000000MXTpUAO","","","false","false","false","Glatect","","","","glatiramer","","","https://pdf.hres.ca/dpd_pm/00060393.PDF","9901-0313","","<p>CPA MS neurologists</p>","","20 mg / mL","","glatiramer acetate (Glatect)"
"00G5W000000MXTvUAO","","Patient validated with EMPI
Prescriber validated with PNET
Diagnosis not equal to &quot;Other&quot;","true","true","true","Diamicron/Diamicron MR and generics","","","","gliclazide","","tablet","","9901-0019","","<p>None</p>","<p>MIR: Please specify if patient has tried and failed or had an intolerance to one other sulfonylurea (e.g. glyburide) as per attached. Thank you. </p>","80mg regular release and 30mg and 60mg modified release","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/gliclazide.pdf","gliclazide"
"00G5W000000MXTxUAO","Approved for US-Labelled Glucagon while Canadian product is on long term shortage.","","true","true","true","US-Labelled Glucagon Kit 1mg Vial","","","","glucagon","","","","9901-0438","","","<p><strong>∩╗┐<u>Diagnosis has not been specified:</u></strong></p><p>More Information Required ΓÇô Please clarify if diagnosis requiring use is severe hypoglycemia</p><p><br></p><p><strong><u>No med trials rationale noted:</u></strong></p><p>More Information Required ΓÇô Please provide rationale for why the nasal spray dosage form cannot be used in this patient.</p><p><br></p><p><strong><u>Diagnosis has not been specified and no med trials rationale noted:</u></strong></p><p>-<span style=""font-size: 7pt;"">┬á┬á┬á┬á┬á┬á┬á</span>Please clarify if diagnosis requiring use is severe hypoglycemia</p><p>-<span style=""font-size: 7pt;"">┬á┬á┬á┬á┬á┬á┬á</span>Please provide rationale for why the nasal spray dosage form cannot be used in this patient.</p><p><br></p><p><strong><u>No rationale and no diagnosis specified:</u></strong></p><p>Does not meet criteria for coverage based on available information. Thank you.┬á</p>","1mg vial","","glucagon injection"
"00G5W000000MXTiUAO","Approved golimumab 50 mg sc. _","","false","true","true","Simponi","","","","golim","","","","9901-0121","","","<p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Golimumab is not available for coverage at the requested dosing rate; if requesting coverage for up to a maximum of 12 doses per year, with additional supply from another source, please give details as applicable. Thank you.┬á</span></p>","50mg s.c.","","golimumab"
"00G5W000000MXTvUAO","","","false","false","false","Zoladex","","","","goserelin","","","","9901-0167","","","","3.6mg, 10.8mg","","goserelin"
"00G5W000000MiSiUAK","Exceptional coverage provided due to patient specific factors. If renewal is required, please provide details demonstrating benefit and tolerability, as well as current dose. Thank you.","","false","false","false","Intuniv Xr","","","","guanfacine","","tablet","","9901-0240","","","","","","guanfacine XR"
"00G5W000000MXTvUAO","","","false","false","false","Tagamet and generics","","","","H2Bcime","","tablet","","0036-0100","","","","200mg, 300mg non-reference H2 blocker","","cimetidine"
"00G5W000000MXTvUAO","","","false","false","false","Pepcid and generics","","","","H2Bfamo","","tablet","","0036-0010","","","","20mg, 40mg non-reference H2-blocker","","famotidine"
"00G5W000000MXTvUAO","","","false","false","false","Axid and generics","","","","H2Bniza","","tablet","","0036-0010","","","","150, 300mg non-reference H2-blocker","","nizatidine"
"00G5W000000MXTlUAO","","","false","false","false","Harvoni","","","","harvoni","","","","9901-0247","","","","90 mg/400 mg","","ledipasvir/sofosbuvir"
"00G5W000000MiSiUAK","Exceptional coverage approved due to patient specific factors","","false","true","true","Humalog 100 U/mL","","","","humalog","","","","9901-0386","","","","100 U/mL","","insulin lispro Humalog 100 U/mL"
"00G5W000000MiSiUAK","Exceptional coverage provided due to patient specific factors","","false","true","true","Humalog Mix","","","","humalogMIX","","","","9901-0387","","","","75/25 and 50/50","","insulin lispro/protamine Humalog MIX"
"00G5W000000MXTiUAO","","","false","false","false","Humira","","","","Humira","","Injectable","","9901-0152","","","","40mg/0.8mL","","adalimumab (Humira)"
"00G5W000000MXTxUAO","","","true","true","true","","","","","hydromorph50inj","","Injectable","","9901-0288","","","","50mg/mL","","hydromorphone injection"
"00G5W000000MXTxUAO","","","true","true","true","Hydromorph Contin and generics","","","","hydromorphSR","","tablet","","9901-0009","","Oncologist (medical), Oncologist (radiation), Haematologist","","3mg, 4mg ,4.5mg, 6mg, 8mg, 9mg, 12mg, 16mg, 18mg, 24mg, 30mg, 32mg","","hydromorphone SR"
"00G5W000000MiSiUAK","","","false","false","false","Dodecavit","","","","hydroxocobalamin","","","","66123904","","","","5 mg / mL","","hydroxocobalamin"
"00G5W000000MXTvUAO","","","false","false","false","Hydrea","","","","hydroxyurea","","tablet","","9901-0138","","","","500mg","","hydroxyurea"
"00G5W000000MXTvUAO","","","true","true","true","Atarax and generics","","","","hydroxyzine","","tablet","","9901-0067","","","","10mg, 25mg, 50mg - Plan G coverage","","hydroxyzine"
"00G5W000000MiSiUAK","","","false","false","false","Hyper-Sal, Nebusal","","","","hypertonic_saline","","","","80029414","","","","saline 7%","","hypertonic saline"
"00G5W000000MXTxUAO","Coverage is provided for the treatment of acute HEA attacks of at least moderate severity. Patients are limited to one pre-filled syringe for self administration. To minimize wastage, patients should not fill an additional dose prior to utilization of the patient's existing on-hand supply.  Maximum PharmaCare coverage of 24 syringes per year.","","false","false","false","Firazyr","","","","icat","","","","9901-0292","","","","30 mg/3 mL","","icatibant"
"00G5W000000MXTvUAO","","","false","true","true","Vascepa","","","","icosapent","","","","9901-0418","","","","1 gram","","Icosapent ethyl"
"00G5W000000MiSiUAK","","","false","false","false","Aldara","","","","imiquimod","","cream","","2239505","","","","5% cream","","imiquimod"
"00G5W000000MXTvUAO","","","false","false","false","Xeomin","","","","incobot","","Injection","","9901-0111","","","<p>For consideration of coverage for incobotulinum toxin, please specify if patientΓÇÖs diagnosis requiring use is cervical dystonia or spasticity of the upper limb post-stroke. Thank you.┬á</p>","50 units/vial, 100 units/vial","","incobotulinum"
"00G5W000000MXTvUAO","","","false","false","false","Lozide and generics","","","","indapamide","","tablet","","9901-0011","","","","1.25mg, 2.5mg","","indapamide"
"00G5W000000MXTiUAO","","","false","true","true","Inflectra/Renflexis (IV), Remsima (SC)","","","","inflix","","","","9901-0261","","Pediatric rheumatologists for pediatric patients diagnosed with rheumatoid arthritis","<p><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Please note that claims will be monitored and subject to review. For changes in dosage regimens, please submit renewal application for review by Committee. Thank you.</span></p>","100mg/mL (IV), 120 mg/mL (SC)","","infliximab (biosimilars)"
"00G5W000000MiSjUAK","Exceptional coverage approved due to patient specific factors. 
Approved for CoaguChek INRange and XS meters and strips. Renewal approval includes coverage for strips only.","","false","true","true","CoaguChek","","","","INRtestingdevice","","","","9901-0337","","","","","","INR Testing Device (CoaguChek)"
"00G5W000000MiSiUAK","","","false","false","false","Hypurin Nph Pork","","","","insulin_NPH_pork","","","","2275872","","","","100 U/mL","","insulin NPH pork"
"00G5W000000MiSiUAK","Exceptional coverage provided due to patient specific factors. If renewal is required, please provide details demonstrating benefit and tolerability.","","false","false","false","Entuzity","","","","insulin_R_500","","","","9901-0396","","","","500 U/mL","","Insulin R 500U"
"00G5W000000MXTlUAO","","","false","false","false","Intron-A","","","","interferonA","","","","9901-0018","","","","6m IU/mL, 10m IU/mL, 15m IU/mL, 25m IU/mL, 50m IU/mL and 10m IU/mL vial","","interferon alfa"
"00G5W000000MXTpUAO","","","false","false","false","Betaseron, Extavia","","","","interferonB1B","","","","9901-0110","","Neurologists specializing in MS whose primary place of practice is in a designated MS clinic.","","250mcg SC","","interferon beta-1B"
"00G5W000000MXTxUAO","Approved for one course of treatment of iron isomaltoside up to a maximum cumulative dose of 2000mg (with a 28 day pickup window). Thank you.","","false","true","true","Monoferric","","","","ironisomaltoside","","Injectable","","9901-0379","","","<p><span style=""font-size: 12pt;"">Approved for one course of treatment of iron isomaltoside up to a maximum cumulative dose of 2000mg (with a 28 day pickup window). Thank you.</span></p>","100 mg/mL","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/Iron%20sucrose%20iron%20isomaltoside.pdf","iron isomaltoside"
"00G5W000000MXTxUAO","Approved for one course of therapy (up to a maximum 1000mg), with a 28 day window for pick up. Thank you.","","false","true","true","Venofer","","","","ironsucrose","","Injectable","","9901-0380","","","<p><span style=""font-size: 14px;"">One course, with a 28 day window for pick up.</span></p>","20 mg/mL","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/Iron%20sucrose%20iron%20isomaltoside.pdf","iron sucrose"
"00G5W000000MiSjUAK","","","false","false","false","Cresemba","","","","isavuconazole","","tablet","","9901-0369","","","","100mg","","isavuconazole"
"00G5W000000MXTvUAO","","","false","false","false","Imdur ER and generics","","","","ismn","","tablet","","0057-0020","","","","60mg","","isosorbide 5 mononitrate SR"
"00G5W000000MXTxUAO","","","false","false","false","Sporonox and generics","","","","itraconazole","","tablet","","9901-0178","","Physicians specializing in treatment of HIV/AIDS patients","","100mg capsules, 10mg/mL solution","","itraconazole"
"00G5W000000MXTvUAO","","","false","false","false","Lancora","","","","ivabradine","","tablet","","9901-0305","","","","5mg, 7.5mg","","ivabradine"
"00G5W000000MXTiUAO","Approved ixekizumab _ mg every _ weeks.","","false","true","true","Taltz","","","","ixekiz","","","","9901-0298","","","<p><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">For patients approved for psoriatic arthritis: </span></p><p><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Approved for 160 mg ixekizumab for a patientΓÇÖs initial dose, then 80 mg every 4 weeks thereafter (during the approval duration).┬á</span></p><p><br></p><p><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">For patients with plaque psoriasis:</span></p><p><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Approved for 160 mg for a patientΓÇÖs first dose, then 80 mg at weeks 2, 4, 6, 8, 10 and 12 weeks, then approved for an 80 mg dose every 4 weeks for doses thereafter (during the approval duration).┬á</span></p>","80mg/mL","","ixekizumab"
"00G5W000000MiSjUAK","","","false","false","false","Ketalar, Sandoz-Ketamine","","","","ketamine10","","","","9901-0427","","","","10 mg/mL","","ketamine 10 mg/mL injection"
"00G5W000000MiSjUAK","","","false","false","false","Ketalar, Sandoz-Ketamine","","","","ketamine50","","","","9901-0426","","","","50 mg/mL","","ketamine 50 mg/mL injection"
"00G5W000000MXTvUAO","","","false","false","false","Advair and generics","","","","LABAflutsalm","","Inhaler","","9901-0063","","Respirologists","","100/50mcg, 250/50mcg, 500/50mcg diskus & 125/25mcg, 250/25mcg MDI","","fluticasone/salmeterol for asthma"
"00G5W000000MXTvUAO","","","false","false","false","Breo Ellipta","","","","LABAflutvila","","Inhaler","","9901-0339","","Respirologists","","100mcg/25mcg, 200mcg/25mcg","","fluticasone/vilanterol asthma"
"00G5W000000MXTvUAO","","","false","false","false","Oxeze, Foradil","","","","LABAform","","Inhaler","","9901-0349","","Allergists, Respirologists","","6mcg, 12mcg","","formoterol"
"00G5W000000MXTvUAO","","","false","false","false","Symbicort","","","","LABAformbude","","Inhaler","","9901-0339","","Allergists, Respirologists","Please specify if an inhaled corticosteroid has been tried and results. Thank you.","6/100mcg, 6/200mcg","","formoterol/budesonide"
"00G5W000000MXTvUAO","","","false","false","false","Zenhale","","","","LABAformmom","","Inhaler","","9901-0339","","Allergists, Respirologists","","5/100mcg, 5/200mcg","","formoterol/mometasone"
"00G5W000000MXTvUAO","","","false","true","true","Atectura Breezehaler","","","","LABAindamome","","Inhaler","","9901-0339","","Respirologists","","80 mcg, 160 mcg, 320 mcg","","indacaterol/mometasone"
"00G5W000000MXTvUAO","","","false","true","true","Enerzair Breezehaler","","","","LABAindamomeglyco","","Inhaler","","9901-0408","","Respirologists","","160mcg/150mcg/50mcg","","indacaterol/mometasone/glycopyrronium"
"00G5W000000MXTvUAO","","","false","false","false","Serevent Diskus","","","","LABAsalm","","Inhaler","","9901-0063","","Respirologists &amp; Allergists","","50mcg","","salmeterol for asthma"
"00G5W000000MXTxUAO","","","false","false","false","Vimpat and generics","","","","lacolaco","","tablet","","9901-0177","","","","50 mg, 100mg, 150mg, 200mg","","lacosamide"
"00G5W000000MXTvUAO","","","false","false","false","Lactulose","","","","lactulose","","liquid","","9901-0053","","","","10g/15mL","","lactulose"
"00G5W000000MXTxUAO","","","true","true","true","Basaglar, Semglee","","","","LAinsulinbasa","","","","9901-0088","","Endocrinologists","","100IU/mL","","insulin glargine"
"00G5W000000MXTxUAO","","","false","false","false","Levemir","","","","Lainsulindete","","","","9901-0088","","Endocrinologists","","100IU/mL","","insulin detemir"
"00G5W000000MXTlUAO","","","false","false","false","Heptovir and generics","","","","lamivudine","","tablet","","9901-0163","","","","100mg","","lamivudine"
"00G5W000000MiSiUAK","","","false","false","false","Lantus","","","","lantus","","","","9901-0304","","","","100 U/mL","","lantus insulin glargine"
"00G5W000000MXTvUAO","","","false","false","false","Lomotil","","","","LBMdiph","","tablet","","9901-0211","","","","2.5/0.25mg","","diphenoxylate + atropine"
"00G5W000000MiSjUAK","","","false","true","true","Prevymis","","","","letermovir","","tablet","","9901-0371","","","","240, 480 mg","","letermovir"
"00G5W000000MXTvUAO","","","false","true","true","Lupron and generics","","","","leuprolide","","","","9901-0133","","Paediatric endocrinologists","<p><strong style=""font-size: 14px;"">Exceptional Stamps for Pharmacist Use </strong></p><p><span style=""font-size: 14px;"">(Note: the stamps below are not on the technician sheet and are used by pharmacists for potential exceptional requests)</span></p><p><br></p><p><span style=""color: rgb(62, 62, 60); font-size: 14px;"">Does not meet criteria for PharmaCare coverage. For consideration of exceptional coverage, please clarify if leuprolide therapy is intended for pre-operative shrinking of large fibroid(s) in uterus to decrease the risk during surgery. Thank you. Note: long term coverage for this indication is not available. </span></p><p><br></p><p><span style=""font-size: 14px;"">Approved on an exceptional basis for pre-operative shrinking of large fibroid(s) in uterus to decrease the risk during surgery. Long term coverage for this indication is not available. </span><span style=""font-size: 14px; background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);""> If renewal required, please provide anticipated date of surgery. </span></p>","5mg/mL, 3.75 mg, 7.5mg, 11.25mg, 22.5 mg","","leuprolide"
"00G5W000000MXTxUAO","Approval has now been granted for PDP-levetiracetam 100mg/mL oral solution (DIN 2490447). 
Please note: Patient also indefinitely approved for levetiracetam tablets.","","false","false","false","PDP-Levetiracetam","https://www.cadth.ca/sites/default/files/cdr/complete/SR0653%20pdp-levETIRAcetam%20-%20CDEC%20Final%20Recommendation%20February%208%2C%202021_For%20Posting.pdf","https://www2.gov.bc.ca/gov/content/health/practitioner-professional-resources/pharmacare/prescribers/limited-coverage-drug-program/limited-coverage-drugs-pdp-levetiracetam-oral-solution","","levetiracetam solution","","","https://pdf.hres.ca/dpd_pm/00063948.PDF","9901-0419","","","","100 mg/mL","","levetiracetam solution"
"00G5W000000MXTxUAO","","","true","false","false","Keppra and generics","","","","levetiracetam tablet","","tablet","","9901-0066","","","","250 mg, 500mg, 750mg, 1000mg","","levetiracetam"
"00G5W000000MiSjUAK","Exceptional coverage provided due to patient specific factors. Coverage is provided for levocarnitine 330mg tablets ONLY. 
If renewal required, please provide details demonstrating benefit and tolerability. Thank you","","false","false","false","Carnitor","","","","levocarnitine","","tablet","","9901-0218","","","","330 mg tablets","","levocarnitine"
"00G5W000000MiSjUAK","Exceptional coverage provided based on patient specific factors. 

Approved for 1 course of therapy with a __ day pickup window. Thank you.","","false","false","false","Levaquin","","","","levofloxacin","","tablet","","9901-0069","","","","250, 500, 750 mg","","levofloxacin"
"00G5W000000MXTxUAO","","","false","false","false","Zyvoxam","","","","linezolid","","tablet","","9901-0169","","Infectious Disease Specialists","","600mg tablets","","linezolid"
"00G5W000000MXTxUAO","","","false","false","false","Zyvoxam","","","","linezolidsusp","","liquid","","2243686","","","","100mg/5mL oral suspension","","linezolid suspension"
"00G5W000000MiSiUAK","","","false","false","false","Victoza","","","","liraglutide","","Injectable","","2351064","","","","0.6 mg / 0.1 mL","","liraglutide"
"00G5W000000MiSiUAK","","","false","false","false","Lithmax (Aa Pharma)","","","","lithium_carbonate_SR","","tablet","","2266695","","","","300 mg tablets","","lithium carbonate SR"
"00G5W000000MXTvUAO","","","false","false","false","Immodium","","","","loperamide","","tablet","","9901-0010","","Physicians specializing in treatment of HIV/AIDS patients","","2mg & 1mg/5ml","","loperamide"
"00G5W000000MXTvUAO","","","true","true","true","Lovenox","","","","lovenox","","","","9901-0401","","","","30mg, 40mg, 60mg, 80mg, 100mg, 120mg, 150mg, 300mg","","enoxaparin LOVENOX BRAND"
"00G5W000000MiSjUAK","Approved for generic lurasidone tablets (20, 40, 60, 80, 120 mg) subject to patient eligibility, deductibles if applicable, and the Low Cost Alternative price. Thank you.","","false","false","false","Latuda","https://www.cadth.ca/media/cdr/complete/SR0331_complete_Latuda_Dec-24-13.pdf","","","lurasidone","https://fmdb.hlth.gov.bc.ca/AttachmentRetrievalServlet?sub=7056","tablet","https://pdf.hres.ca/dpd_pm/00055478.PDF","9901-0230","","","","20, 40, 60, 80, 120 mg","","lurasidone"
"00G5W000000MXTxUAO","Approved for 6 months. Please note: PharmaCare provides coverage for a maximum of 1.25 mg/kg (up to 120 mg total dose) every 3 weeks. Use the appropriate combination of strengths of vials to minimize wastage.","","false","true","true","Reblozyl","","","","luspatercept","","","","9901-0421","","","","25 mg vial, 75 mg vial","","luspatercept"
"00G5W000000MiSiUAK","","","false","false","false","Opsumit","","","","macitentan","","tablet","","9901-0383","","","","10 mg","","macitentan"
"00G5W000000MiSiUAK","","","false","false","false","Magnesium","","","","magnesium","","tablet","","9901-0132","","","","50, 100 mg","","magnesium"
"00G5W000000MXTxUAO","This approval includes PharmaCare eligible formulations of risperidone microspheres (Risperdal Consta), paliperidone palmitate (Invega Sustenna/Invega Trinza) and aripiprazole Maintena (Abilify Maintena).","","false","false","false","Invega Sustenna","","","","Maintenapalisust","","Injectable","","9901-0081","","","","50mg/0.5mL, 75mg/0.75mL, 100mg/1mL, 150mg/1.5mL","","paliperidone palmitate"
"00G5W000000MXTxUAO","","","false","false","false","Invega Trinza","","","","Maintenapalitrin","","Injectable","","9901-0081","","","<p>This approval includes PharmaCare eligible formulations of risperidone microspheres (Risperdal Consta), paliperidone palmitate (Invega Sustenna/Invega Trinza) and aripiprazole Maintena (Abilify Maintena).</p>","175mg/0.875mL, 263mg/1.315mL, 350mg/1.75mL, 525mg/2.625mL","","paliperidone palmitate"
"00G5W000000MXTxUAO","","","false","false","false","Risperdal Consta","","","","Maintenarisp","","Injectable","","9901-0081","","","<p>This approval includes PharmaCare eligible formulations of risperidone microspheres (Risperdal Consta), paliperidone palmitate (Invega Sustenna/Invega Trinza) and aripiprazole Maintena (Abilify Maintena).</p>","12.5mg/2mL, 25mg/2mL, 37.5mg/2mL, 50mg/2mL","","risperidone microspheres"
"00G5W000000MXTxUAO","","","false","false","false","Livtencity","","","","maribavir","","","","9901-0466","","","","200 mg","","maribavir"
"00G5W000000MiSjUAK","","","false","true","true","Camzyos","","","","mavacamten","","","","9901-0474","","","","2.5 mg, 5 mg, 10 mg, 15 mg","","mavacamten"
"00G5W000000MXTlUAO","","","false","false","false","Maviret","","","","maviretadult","","","","9901-0315","","","","100/40mg","","glecaprevir/pibrentasvir 100/40mg"
"00G5W000000MXTlUAO","","","false","false","false","Maviret Pediatric","","","","maviretpediatric","","","","9901-0467","","","","50/20mg","","glecaprevir/pibrentasvir 50/20mg"
"00G5W000000MiSjUAK","","","false","false","false","","","","","MaxDayOverride","","","","999999","","","","","","MaxDayOverride"
"00G5W000000MXTvUAO","","","false","false","false","Mobicox and generics","","","","meloxicam","","tablet","","0041-0070","","Rheumatologists","","7.5mg, 15mg","","meloxicam"
"00G5W000000MiSiUAK","","","false","false","false","Alkeran","","","","melphalan","","tablet","","4715","","","","2 mg","","melphalan"
"00G5W000000MiSiUAK","","","false","false","false","Ebixa","","","","memantine","","tablet","","9901-0193","","","","10 mg","","memantine"
"00G5W000000MXTnUAO","Approved for mepolizumab 100mg every 4 weeks. Thank you.","","false","false","false","Nucala","","","","mepolizumab","","","","9901-0311","","","","100mg","","mepolizumab"
"00G5W000000MXTvUAO","","","false","false","false","Purinethol and generics","","","","mercaptopurine","","tablet","","9901-0155","","","","6MP 50mg","","mercaptopurine"
"00G5W000000MiSjUAK","","","false","false","false","methadone injection SAP","","","","methadone_injectable","","Injectable","","6612-4830","","","","1 mg / mL","","methadone injectable"
